name,slug,source,page,type,type_code,rarity,tier,attunement,attunement_req,wondrous,weight,value_gp,has_spells,entries_json,srd
Drum,drum,XPHB,221,Instrument,INS,none,,0,,0,3,6.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Dulcimer,dulcimer,XPHB,221,Instrument,INS,none,,0,,0,10,25.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Flail,flail,XPHB,215,Melee Weapon,M,none,,0,,0,2,10.0,0,[],1
Flute,flute,XPHB,221,Instrument,INS,none,,0,,0,1,2.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Glaive,glaive,XPHB,215,Melee Weapon,M,none,,0,,0,6,20.0,0,[],1
Glassblower's Tools,glassblower-s-tools,XPHB,220,Artisan's Tools,AT,none,,0,,0,5,30.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Intelligence""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Discern what a glass object held in the past 24 hours ({@dc 15})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Glass Bottle|XPHB}, {@item Magnifying Glass|XPHB}, {@item Spyglass|XPHB}, {@item Vial|XPHB}""]}]}]",1
Greataxe,greataxe,XPHB,215,Melee Weapon,M,none,,0,,0,7,30.0,0,[],1
Greatclub,greatclub,XPHB,215,Melee Weapon,M,none,,0,,0,10,0.2,0,[],1
Greatsword,greatsword,XPHB,215,Melee Weapon,M,none,,0,,0,6,50.0,0,[],1
Halberd,halberd,XPHB,215,Melee Weapon,M,none,,0,,0,6,20.0,0,[],1
Half Plate Armor,half-plate-armor,XPHB,219,Medium Armor,MA,none,,0,,0,40,750.0,0,[],1
Hand Crossbow,hand-crossbow,XPHB,215,Ranged Weapon,R,none,,0,,0,3,75.0,0,[],1
Handaxe,handaxe,XPHB,215,Melee Weapon,M,none,,0,,0,2,5.0,0,[],1
Heavy Crossbow,heavy-crossbow,XPHB,215,Ranged Weapon,R,none,,0,,0,18,50.0,0,[],1
Hide Armor,hide-armor,XPHB,219,Medium Armor,MA,none,,0,,0,12,10.0,0,[],1
Horn,horn,XPHB,221,Instrument,INS,none,,0,,0,2,3.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Javelin,javelin,XPHB,215,Melee Weapon,M,none,,0,,0,2,0.5,0,[],1
Jeweler's Tools,jeweler-s-tools,XPHB,220,Artisan's Tools,AT,none,,0,,0,2,25.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Intelligence""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Discern a gem's value ({@dc 15})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Arcane Focus|XPHB}, {@item Holy Symbol|XPHB}""]}]}]",1
Lance,lance,XPHB,215,Melee Weapon,M,none,,0,,0,6,10.0,0,"[""A Lance requires two hands to wield when you aren't mounted.""]",1
Leather Armor,leather-armor,XPHB,219,Light Armor,LA,none,,0,,0,10,10.0,0,[],1
Leatherworker's Tools,leatherworker-s-tools,XPHB,221,Artisan's Tools,AT,none,,0,,0,5,5.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Dexterity""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Add a design to a leather item ({@dc 10})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Sling|XPHB}, {@item Whip|XPHB}, {@item Hide Armor|XPHB}, {@item Leather Armor|XPHB}, {@item Studded Leather Armor|XPHB}, {@item Backpack|XPHB}, {@item Crossbow Bolt Case|XPHB}, {@item Map or Scroll Case|XPHB}, {@item Parchment|XPHB}, {@item Pouch|XPHB}, {@item Quiver|XPHB}, {@item Waterskin|XPHB}""]}]}]",1
Light Crossbow,light-crossbow,XPHB,215,Ranged Weapon,R,none,,0,,0,5,25.0,0,[],1
Light Hammer,light-hammer,XPHB,215,Melee Weapon,M,none,,0,,0,2,2.0,0,[],1
Longbow,longbow,XPHB,215,Ranged Weapon,R,none,,0,,0,2,50.0,0,[],1
Longsword,longsword,XPHB,215,Melee Weapon,M,none,,0,,0,3,15.0,0,[],1
Lute,lute,XPHB,221,Instrument,INS,none,,0,,0,2,35.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Lyre,lyre,XPHB,221,Instrument,INS,none,,0,,0,2,30.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Mace,mace,XPHB,215,Melee Weapon,M,none,,0,,0,4,5.0,0,[],1
Mason's Tools,mason-s-tools,XPHB,221,Artisan's Tools,AT,none,,0,,0,8,10.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Strength""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Chisel a symbol or hole in stone ({@dc 10})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Block and Tackle|XPHB}""]}]}]",1
Maul,maul,XPHB,215,Melee Weapon,M,none,,0,,0,10,10.0,0,[],1
Morningstar,morningstar,XPHB,215,Melee Weapon,M,none,,0,,0,4,15.0,0,[],1
Musket,musket,XPHB,215,Ranged Weapon,R,none,,0,,0,10,500.0,0,[],1
Needle,needle,XPHB,222,Ammunition,A,none,,0,,0,0.02,0.02,0,"[""Blowgun needles are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield."", ""Needles are typically stored in a {@item Pouch|XPHB} (bought separately).""]",1
Needles (50),needles-50,XPHB,222,Ammunition,A,none,,0,,0,1,1.0,0,"[""Blowgun needles are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield."", ""Needles are typically stored in a {@item Pouch|XPHB} (bought separately).""]",1
Orb,orb,XPHB,224,Spellcasting Focus,SCF,none,,0,,0,3,20.0,0,[],1
Padded Armor,padded-armor,XPHB,219,Light Armor,LA,none,,0,,0,8,5.0,0,[],1
Painter's Supplies,painter-s-supplies,XPHB,221,Artisan's Tools,AT,none,,0,,0,5,10.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Wisdom""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Paint a recognizable image of something you've seen ({@dc 10})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Druidic Focus|XPHB}, {@item Holy Symbol|XPHB}""]}]}]",1
Pan Flute,pan-flute,XPHB,221,Instrument,INS,none,,0,,0,2,12.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Pike,pike,XPHB,215,Melee Weapon,M,none,,0,,0,18,5.0,0,[],1
Pistol,pistol,XPHB,215,Ranged Weapon,R,none,,0,,0,3,250.0,0,[],1
Plate Armor,plate-armor,XPHB,219,Heavy Armor,HA,none,,0,,0,65,1500.0,0,[],1
Potter's Tools,potter-s-tools,XPHB,221,Artisan's Tools,AT,none,,0,,0,3,10.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Intelligence""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Discern what a ceramic object held in the past 24 hours ({@dc 15})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Jug|XPHB}, {@item Lamp|XPHB}""]}]}]",1
Quarterstaff,quarterstaff,XPHB,215,Melee Weapon,M,none,,0,,0,4,0.2,0,[],1
Rapier,rapier,XPHB,215,Melee Weapon,M,none,,0,,0,2,25.0,0,[],1
Ring Mail,ring-mail,XPHB,219,Heavy Armor,HA,none,,0,,0,40,30.0,0,[],1
Rod,rod,XPHB,224,Spellcasting Focus,SCF,none,,0,,0,2,10.0,0,[],1
Scale Mail,scale-mail,XPHB,219,Medium Armor,MA,none,,0,,0,45,50.0,0,[],1
Scimitar,scimitar,XPHB,215,Melee Weapon,M,none,,0,,0,3,25.0,0,[],1
Shawm,shawm,XPHB,221,Instrument,INS,none,,0,,0,1,2.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Shield,shield,XPHB,219,Shield,S,none,,0,,0,6,10.0,0,[],1
Shortbow,shortbow,XPHB,215,Ranged Weapon,R,none,,0,,0,2,25.0,0,[],1
Shortsword,shortsword,XPHB,215,Melee Weapon,M,none,,0,,0,2,10.0,0,[],1
Sickle,sickle,XPHB,215,Melee Weapon,M,none,,0,,0,2,1.0,0,[],1
Sling,sling,XPHB,215,Ranged Weapon,R,none,,0,,0,,0.1,0,[],1
Sling Bullet,sling-bullet,XPHB,222,Ammunition,A,none,,0,,0,0.075,0.002,0,"[""Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield."", ""Sling Bullets are typically stored in a {@item Pouch|XPHB} (bought separately).""]",1
Sling Bullets (20),sling-bullets-20,XPHB,222,Ammunition,A,none,,0,,0,1.5,0.04,0,"[""Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield."", ""Sling Bullets are typically stored in a {@item Pouch|XPHB} (bought separately).""]",1
Smith's Tools,smith-s-tools,XPHB,221,Artisan's Tools,AT,none,,0,,0,8,20.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Strength""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Pry open a door or container ({@dc 20})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""Any Melee weapon (except {@item Club|XPHB}, {@item Greatclub|XPHB}, {@item Quarterstaff|XPHB}, and {@item Whip|XPHB}), Medium armor (except {@item Hide Armor|XPHB|Hide}), Heavy armor, {@item Ball Bearings|XPHB}, {@item Bucket|XPHB}, {@item Caltrops|XPHB}, {@item Chain|XPHB}, {@item Crowbar|XPHB}, {@item Firearm Bullets (10)|XPHB|Firearm Bullets}, {@item Grappling Hook|XPHB}, {@item Iron Pot|XPHB}, {@item Iron Spikes|XPHB}, {@item Sling Bullets (20)|XPHB|Sling Bullets}""]}]}]",1
Spear,spear,XPHB,215,Melee Weapon,M,none,,0,,0,3,1.0,0,[],1
Splint Armor,splint-armor,XPHB,219,Heavy Armor,HA,none,,0,,0,60,200.0,0,[],1
Staff,staff,XPHB,224,Spellcasting Focus,SCF,none,,0,,0,4,5.0,0,[],1
Studded Leather Armor,studded-leather-armor,XPHB,219,Light Armor,LA,none,,0,,0,13,45.0,0,[],1
Tinker's Tools,tinker-s-tools,XPHB,221,Artisan's Tools,AT,none,,0,,0,10,50.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Dexterity""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Assemble a Tiny item composed of scrap, which falls apart in 1 minute ({@dc 20})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Musket|XPHB}, {@item Pistol|XPHB}, {@item Bell|XPHB}, {@item Bullseye Lantern|XPHB}, {@item Flask|XPHB}, {@item Hooded Lantern|XPHB}, {@item Hunting Trap|XPHB}, {@item Lock|XPHB}, {@item Manacles|XPHB}, {@item Mirror|XPHB}, {@item Shovel|XPHB}, {@item Signal Whistle|XPHB}, {@item Tinderbox|XPHB}""]}]}]",1
Trident,trident,XPHB,215,Melee Weapon,M,none,,0,,0,4,5.0,0,[],1
Viol,viol,XPHB,221,Instrument,INS,none,,0,,0,1,30.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Play a known tune ({@dc 10}), or improvise a song ({@dc 15})""]}]}]",1
Wand,wand,XPHB,224,Spellcasting Focus,SCF,none,,0,,0,1,10.0,0,[],1
War Pick,war-pick,XPHB,215,Melee Weapon,M,none,,0,,0,2,5.0,0,[],1
Warhammer,warhammer,XPHB,215,Melee Weapon,M,none,,0,,0,5,15.0,0,[],1
Weaver's Tools,weaver-s-tools,XPHB,221,Artisan's Tools,AT,none,,0,,0,5,1.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Dexterity""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Mend a tear in clothing ({@dc 10}), or sew a Tiny design ({@dc 10})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Padded Armor|XPHB}, {@item Basket|XPHB}, {@item Bedroll|XPHB}, {@item Blanket|XPHB}, {@item Fine Clothes|XPHB}, {@item Net|XPHB}, {@item Robe|XPHB}, {@item Rope|XPHB}, {@item Sack|XPHB}, {@item String|XPHB}, {@item Tent|XPHB}, {@item Traveler's Clothes|XPHB}""]}]}]",1
Whip,whip,XPHB,215,Melee Weapon,M,none,,0,,0,3,2.0,0,[],1
Woodcarver's Tools,woodcarver-s-tools,XPHB,221,Artisan's Tools,AT,none,,0,,0,5,1.0,0,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Dexterity""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Carve a pattern in wood ({@dc 10})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Club|XPHB}, {@item Greatclub|XPHB}, {@item Quarterstaff|XPHB}, Ranged weapons (except {@item Pistol|XPHB}, {@item Musket|XPHB}, and  {@item Sling|XPHB}), {@item Arcane Focus|XPHB}, {@item Arrows (20)|XPHB|Arrows}, {@item Bolts (20)|XPHB|Bolts}, {@item Druidic Focus|XPHB}, {@item Ink Pen|XPHB}, {@item Needles (50)|XPHB|Needles}""]}]}]",1
